1920s;hip hop	6
1920s;hokum	2
1920s;honky tonk	1
1920s;hot jazz	1
1920s;house	4
1920s;houston	1
1920s;illinois	2
1920s;indie	2
1920s;indie rock	6
1920s;influential	1
1920s;instrumental	14
1920s;italian disco	2
1920s;italy	19
1920s;jamaica	1
1920s;japan	12
1920s;jazz	50
1920s;jazz blues	5
1920s;jazz divas	1
1920s;jazz funk	1
1920s;jazz guitar	1
1920s;jazz instrumental	1
1920s;jazz orchestra	1
1920s;jazz piano	3
1920s;jazz rock	4
1920s;jazz standard	1
1920s;jazz vocal	2
1920s;jive	1
1920s;jug band	10
1920s;jump blues	2
1920s;jungle music	1
1920s;late night	1
1920s;latin	1
1920s;lo-fi	7
1920s;los angeles	3
1920s;louisiana	4
1920s;louisiana blues	38
1920s;lovers rock	1
1920s;mainstream jazz	1
1920s;male	13
1920s;male vocalist	28
1920s;massachusetts	1
1920s;meditation	2
1920s;mellow	13
1920s;melodic	1
1920s;memphis	6
1920s;memphis blues	5
1920s;metal	1
1920s;mississippi	13
1920s;mississippi blues	8
1920s;missouri	1
1920s;modern	2
1920s;moje standards	5
1920s;mondiovision	7
1920s;mood music	2
1920s;nederland	1
1920s;neofolk	3
1920s;new age	2
1920s;new orleans	7
1920s;new orleans jazz	2
1920s;new orleans soul	1
1920s;new york	2
1920s;new zealand	12
1920s;noise	1
1920s;north carolina	1
1920s;old blues	5
1920s;old fashioned	3
1920s;old school	3
1920s;old timey	12
1920s;oldies	41
1920s;orchestra	1
1920s;original	1
1920s;parody	5
1920s;party music	1
1920s;pianist	1
1920s;piano	6
1920s;piano blues	24
1920s;piano jazz	1
1920s;piedmont blues	24
1920s;pioneer	1
1920s;pop	7
1920s;pop rap	2
1920s;pop rock	8
1920s;post-bop	4
1920s;pretty	1
1920s;prewar blues	5
1920s;psychedelic rock	2
1920s;punk	2
1920s;r&b	15
1920s;radio	1
1920s;raga	1
1920s;ragamuffin	1
1920s;ragga jungle	1
1920s;ragtime	44
1920s;rap	1
1920s;reggae	2
1920s;reggae pop	1
1920s;relax	1
1920s;religious music	1
1920s;retro	2
1920s;rhythm	1
1920s;roaring 20s	3
1920s;rock	22
1920s;rock 'n roll	1
1920s;rock steady	1
1920s;rockabilly	1
1920s;rockin	1
1920s;romantic	3
1920s;roots	12
1920s;roots reggae	1
1920s;roots rock	1
1920s;saxophone	1
1920s;sexy	2
1920s;shaman	8
1920s;show tunes	2
1920s;singer	8
1920s;singer-songwriter	7
1920s;ska	3
1920s;slide	3
1920s;slide guitar	5
1920s;smooth jazz	32
1920s;soft rock	3
1920s;solo	12
1920s;songs	1
1920s;soul	21
1920s;soul jazz	3
1920s;soundtrack	4
1920s;southern soul	9
1920s;spiritual	1
1920s;st. louis	1
1920s;standard	2
1920s;stride	2
1920s;swing	29
1920s;symphonic	1
1920s;techno	2
1920s;tennessee	1
1920s;terror	1
1920s;texas	15
1920s;texas blues	26
1920s;tin pan alley	2
1920s;traditional	21
1920s;traditional folk	5
1920s;traditional jazz	2
1920s;traditional pop	2
1920s;trip hop	1
1920s;trumpet jazz	1
1920s;united states	25
1920s;up beat	2
1920s;urban blues	1
1920s;vaudeville	4
1920s;vocal	7
1920s;vocal jazz	7
1920s;voice	1
1920s;world	38
1920s;world music	17
1930s;20th century	2
1930s;30s	20
1930s;60s	20
1930s;70s	3
1930s;78rpm	1
1930s;80s	1
1930s;acoustic	42
1930s;acoustic blues	53
1930s;acoustic guitar	2
1930s;alternative	1
1930s;alternative country	1
1930s;alternative rock	6
1930s;ambient	9
1930s;america	2
1930s;american	54
1930s;americana	10
1930s;ballad	19
1930s;banjo	2
1930s;bass music	6
1930s;beautiful	2
1930s;bebop	15
1930s;belgium	1
1930s;big band	52
1930s;black	7
1930s;black gospel	5
1930s;bluegrass	25
1930s;blues	89
1930s;blues guitar	19
1930s;blues guitarist	1
1930s;blues revival	7
1930s;blues singer	1
1930s;blues-rock	43
1930s;boogie	5
1930s;bossa nova	2
1930s;british	5
1930s;cabaret	7
1930s;cajun	15
1930s;chanson	4
1930s;chess records	2
1930s;chicago	3
1930s;chicago blues	60
1930s;chill-out	7
1930s;christmas music	7
1930s;classic	12
1930s;classic blues	55
1930s;classic country	1
1930s;classic female blues	24
1930s;classic jazz	12
1930s;classic rock	27
1930s;classical	9
1930s;close harmony	1
1930s;comedy	6
1930s;contemporary jazz	18
1930s;cool jazz	18
1930s;cosmopolitan	1
1930s;country	54
1930s;country and western	1
1930s;country blues	62
1930s;country gospel	1
1930s;country rock	18
1930s;dance	2
1930s;deep house	1
1930s;delta blues	58
1930s;detroit	2
1930s;disco	3
1930s;dixieland	34
1930s;dixieland jazz	7
1930s;doo-wop	9
1930s;early jazz	10
1930s;east coast blues	13
1930s;easy listening	12
1930s;electric blues	25
1930s;electric delta blues	6
1930s;electro	1
1930s;electronic	17
1930s;electronica	5
1930s;experimental	6
1930s;female	2
1930s;female vocalist	8
1930s;female vocals	3
1930s;fiddle	3
1930s;folk	67
1930s;folk rock	12
1930s;free improvisation	4
1930s;free jazz	6
1930s;french	12
1930s;funk	3
1930s;funk soul	2
1930s;fusion	5
1930s;garage rock	1
1930s;georgia	7
1930s;germany	6
1930s;goldenbird	2
1930s;gospel	41
1930s;gramophone	1
1930s;grunge	1
1930s;guitar	52
1930s;guitar blues	4
1930s;guitarist	18
1930s;gypsy	1
1930s;gypsy jazz	9
1930s;hard bop	11
1930s;hard rock	8
1930s;harmonica	2
1930s;harmonica blues	22
1930s;hi fidelity	18
1930s;hillbilly	1
1930s;hip hop	22
1930s;hokum	1
1930s;honky tonk	1
1930s;house	9
1930s;houston	4
1930s;illinois	1
1930s;indie	12
1930s;indie pop	5
1930s;indie rock	14
1930s;industrial rock	5
1930s;instrumental	12
1930s;intelligent dance music	5
1930s;italian disco	1
1930s;italy	16
1930s;jazz	89
1930s;jazz blues	7
1930s;jazz divas	3
1930s;jazz piano	1
1930s;jazz rock	2
1930s;jazz vocal	13
1930s;jug band	1
1930s;jump blues	10
1930s;latin	3
1930s;latin jazz	3
1930s;lo-fi	13
1930s;los angeles	3
1930s;louisiana	9
1930s;louisiana blues	50
1930s;lounge	8
1930s;mainstream jazz	8
1930s;male	5
1930s;male vocalist	30
1930s;manouche	1
1930s;meditation	1
1930s;mellow	6
1930s;memphis	1
1930s;memphis blues	16
1930s;metal	12
1930s;mississippi	34
1930s;mississippi blues	1
1930s;moje standards	2
1930s;mondiovision	3
1930s;mood music	1
1930s;nashville	1
1930s;nederland	1
1930s;neofolk	7
1930s;new age	2
1930s;new orleans	11
1930s;new orleans jazz	6
1930s;noise	3
1930s;north carolina	2
1930s;old blues	17
1930s;old fashioned	3
1930s;old school	5
1930s;old timey	8
1930s;oldies	37
1930s;parody	6
1930s;pianist	2
1930s;piano	14
1930s;piano blues	61
1930s;piedmont blues	51
1930s;pop	17
1930s;pop rap	1
1930s;pop rock	17
1930s;post-bop	2
1930s;prewar blues	2
1930s;progressive rock	1
1930s;psychedelic	2
1930s;psychedelic rock	2
1930s;punk	12
1930s;r&b	15
1930s;ragtime	72
1930s;rap	6
1930s;reggae	7
1930s;relax	16
1930s;retro	2
1930s;roaring 20s	1
1930s;rock	72
1930s;rockabilly	9
1930s;romantic	2
1930s;roots	14
1930s;samba	2
1930s;saxophone	2
1930s;singer	14
1930s;singer-songwriter	39
1930s;ska	2
1930s;slide	11
1930s;slide guitar	12
1930s;slide guitar blues	4
1930s;smooth	2
1930s;smooth jazz	54
1930s;soft rock	1
1930s;solo	2
1930s;soul	38
1930s;soul blues	2
1930s;soul jazz	5
1930s;soundtrack	19
1930s;south	1
1930s;southern rock	1
1930s;southern soul	15
1930s;spoken word	2
1930s;standard	11
1930s;stoner rock	1
1930s;stride	8
1930s;sweden	1
1930s;swing	74
1930s;tango	1
1930s;tech house	1
1930s;techno	2
1930s;tennessee	1
1930s;texas	1
1930s;texas blues	58
1930s;torch song	9
1930s;traditional	1
1930s;traditional country	1
1930s;traditional folk	1
1930s;traditional jazz	2
1930s;traditional pop	20
1930s;tribal house	2
1930s;trumpet jazz	6
1930s;united states	59
1930s;up beat	1
1930s;urban	1
1930s;urban blues	2
1930s;vaudeville	1
1930s;vintage	5
1930s;violin	2
1930s;vocal	26
1930s;vocal female	1
1930s;vocal group	1
1930s;vocal jazz	22
1930s;vocalist	1
1930s;western swing	1
1930s;world	52
1930s;world music	1
1940s;20th century	3
1940s;30s	26
1940s;40s	35
1940s;50s	17
1940s;50s lounge	1
1940s;60s	30
1940s;70s	11
1940s;80s	4
1940s;accordion	1
1940s;acid jazz	2
1940s;acoustic	27
1940s;acoustic blues	23
1940s;acoustic guitar	3
1940s;alternative	9
1940s;alternative country	3
1940s;alternative rock	15
1940s;alto saxophonist	5
1940s;ambient	20
1940s;america	3
1940s;american	83
1940s;american roots	6
1940s;americana	28
1940s;argentina	2
1940s;argentine	2
1940s;argentine tango	2
1940s;argentinian	2
1940s;bachata	2
1940s;ballad	50
1940s;bandleader	5
1940s;bandoneon	2
1940s;baroque	1
1940s;bass	2
1940s;beach music	2
1940s;beatnik	1
1940s;beautiful	4
1940s;beautiful voices	1
1940s;bebop	27
1940s;berlin	1
1940s;big band	46
1940s;black	1
1940s;black gospel	3
1940s;bluegrass	32
1940s;blues	115
1940s;blues guitar	3
1940s;blues guitarist	3
1940s;blues-rock	53
1940s;bolero	2
1940s;boogie	5
1940s;boogie-woogie	10
1940s;bossa nova	5
1940s;brazilian jazz	2
1940s;brazilian pop music	5
1940s;breakbeat	3
1940s;british	1
1940s;british pop	3
1940s;broadway	3
1940s;broken beat	2
1940s;cabaret	2
1940s;cajun	1
1940s;california	1
1940s;calypso	9
1940s;canada	1
1940s;chanson	16
1940s;chanson francaise	1
1940s;chess records	6
1940s;chicago	8
1940s;chicago blues	38
1940s;chill-out	11
1940s;christian	3
1940s;christmas music	17
1940s;clarinet	1
1940s;classic	18
1940s;classic blues	35
1940s;classic country	26
1940s;classic female blues	12
1940s;classic jazz	8
1940s;classic rock	33
1940s;classical	24
1940s;classical tango	2
1940s;close harmony	1
1940s;club	3
1940s;comedy	3
1940s;composer	7
1940s;contemporary jazz	9
1940s;cool jazz	31
1940s;cosmopolitan	3
1940s;country	79
1940s;country and western	1
1940s;country blues	52
1940s;country folk	11
1940s;country gospel	1
1940s;country music	4
1940s;country pop	5
1940s;country rock	23
1940s;cover	2
1940s;cowboy	8
1940s;crooner	1
1940s;dance	13
1940s;dance music	1
1940s;death metal	1
1940s;deep	1
1940s;deep house	4
1940s;delta blues	44
1940s;disco	14
1940s;dixie	2
1940s;dixieland	11
1940s;dixieland jazz	1
1940s;doo-wop	28
1940s;downtempo	15
1940s;dreamy	1
1940s;dub	7
1940s;dutch	1
1940s;early jazz	1
1940s;east coast blues	17
1940s;easy listening	41
1940s;electric blues	44
1940s;electric delta blues	7
1940s;electro	1
1940s;electronic	30
1940s;electronica	2
1940s;european	2
1940s;europop	2
1940s;experimental	7
1940s;female	5
1940s;female vocalist	12
1940s;fiddle	2
1940s;film score	3
1940s;fingerstyle	1
1940s;folk	81
1940s;folk rock	24
1940s;folk-pop	4
1940s;francophone	1
1940s;francophonic	1
1940s;free improvisation	2
1940s;free jazz	7
1940s;french	10
1940s;french pop	1
1940s;funk	17
1940s;funk soul	41
1940s;funky	2
1940s;funny	2
1940s;fusion	5
1940s;future jazz	6
1940s;garage rock	7
1940s;georgia	3
1940s;germany	16
1940s;golden oldies	1
1940s;goldenbird	3
1940s;gospel	52
1940s;groove	1
1940s;group	2
1940s;guitar	56
1940s;guitar blues	16
1940s;guitar wizard	11
1940s;guitarist	13
1940s;gypsy jazz	6
1940s;hard bop	19
1940s;hard rock	15
1940s;hardcore	3
1940s;harmonica	3
1940s;harmonica blues	29
1940s;harmonies	1
1940s;harp	1
1940s;hi fidelity	16
1940s;hillbilly	2
1940s;hillbilly boogie	2
1940s;hip hop	20
1940s;history country	1
1940s;hit	1
1940s;holiday	6
1940s;honky tonk	13
1940s;hot jazz	2
1940s;house	4
1940s;houston	18
1940s;humorous	3
1940s;indie	10
1940s;indie pop	2
1940s;indie rock	6
1940s;indietronica	4
1940s;influential	6
1940s;instrumental	18
1940s;italy	10
1940s;jazz	124
1940s;jazz blues	15
1940s;jazz funk	6
1940s;jazz fusion	2
1940s;jazz guitar	3
1940s;jazz instrumental	2
1940s;jazz orchestra	2
1940s;jazz piano	3
1940s;jazz rock	1
1940s;jazz standard	2
1940s;jazz vocal	25
1940s;jive	2
1940s;jump	2
1940s;jump blues	28
1940s;jungle music	4
1940s;kansas city	1
1940s;latin	10
1940s;latin jazz	18
1940s;latina	2
1940s;lo-fi	4
1940s;los angeles	9
1940s;louisiana	6
1940s;louisiana blues	43
1940s;lounge	7
1940s;mainstream jazz	1
1940s;male	14
1940s;male vocalist	24
1940s;mambo	10
1940s;master	1
1940s;mellow	17
1940s;memphis blues	3
1940s;metal	7
1940s;mississippi	37
1940s;mississippi blues	9
1940s;mod	8
1940s;modern	1
1940s;modern jazz	2
1940s;moje standards	6
1940s;mondiovision	1
1940s;motown	1
1940s;movie	1
1940s;musical theater	3
1940s;nashville	5
1940s;nederland	4
1940s;nepal	11
1940s;new orleans	10
1940s;new orleans blues	1
1940s;new orleans jazz	3
1940s;new orleans soul	3
1940s;new tango	2
1940s;new wave	15
1940s;new york	1
1940s;noise	3
1940s;nomasde	2
1940s;north carolina	2
1940s;ohio	1
1940s;oklahoma	1
1940s;old	4
1940s;old blues	17
1940s;old country	15
1940s;old fashioned	1
1940s;old school	9
1940s;old timey	5
1940s;oldie	1
1940s;oldies	64
1940s;orchestra	4
1940s;original	2
1940s;outlaw country	3
1940s;parody	2
1940s;pianist	3
1940s;piano	13
1940s;piano blues	57
1940s;piano jazz	2
1940s;piedmont blues	22
1940s;pioneer	3
1940s;political	1
1940s;polka	1
1940s;pop	60
1940s;pop rap	1
1940s;pop rock	21
1940s;post core	3
1940s;post rock	2
1940s;post-bop	1
1940s;power pop	4
1940s;prewar blues	1
1940s;progressive house	1
1940s;progressive rock	7
1940s;psychedelic	5
1940s;psychedelic rock	6
1940s;public domain	5
1940s;punk	11
1940s;r&b	36
1940s;ragtime	43
1940s;rap	7
1940s;reggae	12
1940s;religious music	18
1940s;retro	1
1940s;rhythm	2
1940s;rock	98
1940s;rock 'n roll	8
1940s;rock steady	3
1940s;rockabilly	32
1940s;rockin	2
1940s;romantic	1
1940s;roots	1
1940s;roots reggae	5
1940s;salsa	4
1940s;samba	5
1940s;saxophone	3
1940s;sexy	3
1940s;shaman	2
1940s;show tunes	14
1940s;singer	23
1940s;singer-songwriter	54
1940s;ska	12
1940s;slide	14
1940s;slide guitar	1
1940s;slide guitar blues	13
1940s;slow	1
1940s;smooth	2
1940s;smooth jazz	59
1940s;soft rock	6
1940s;song writer	1
1940s;songs	2
1940s;soul	49
1940s;soul blues	10
1940s;soul jazz	17
1940s;soundtrack	30
1940s;southern	3
1940s;southern rock	3
1940s;southern soul	15
1940s;space age pop	1
1940s;space rock	4
1940s;spanish	2
1940s;spiritual	2
1940s;spoken word	3
1940s;standard	21
1940s;stoner	3
1940s;stride	2
1940s;surf music	2
1940s;swamp blues	1
1940s;swedish	2
1940s;swing	77
1940s;symphonic	2
1940s;symphony	1
1940s;synthpop	1
1940s;tango	7
1940s;tango  argentino	2
1940s;tango electronico	2
1940s;tango instrumental	2
1940s;tech house	4
1940s;techno	5
1940s;tennessee	6
1940s;tenor	1
1940s;tenor sax	1
1940s;texan	4
1940s;texas	17
1940s;texas blues	36
1940s;texas country	3
1940s;tin pan alley	4
1940s;torch song	7
1940s;traditional	2
1940s;traditional country	30
1940s;traditional jazz	2
1940s;traditional pop	27
1940s;trio	1
1940s;trumpet	1
1940s;trumpet jazz	1
1940s;twang	3
1940s;united states	81
1940s;up beat	3
1940s;urban blues	4
1940s;vintage	2
1940s;vintage jazz	1
1940s;vinyl	1
1940s;vocal	44
1940s;vocal group	1
1940s;vocal jazz	41
1940s;vocalist	1
1940s;voice	1
1940s;west coast blues	14
1940s;western	6
1940s;western swing	27
1940s;world	73
1940s;world music	2
1940s;world reggae	5
1940s;yodel	1
1950s;00s	4
1950s;1970s soul	2
1950s;20th century	55
1950s;30s	8
1950s;40s	38
1950s;50s	422
1950s;50s vocal group	1
1950s;60s	557
1950s;60s girl group	8
1950s;60s pop	19
1950s;60s rock	4
1950s;70s	109
1950s;70s pop	3
1950s;78rpm	6
1950s;80s	119
1950s;90s	15
1950s;abstract	20
1950s;accordion	7
1950s;acid	8
1950s;acid house	10
1950s;acid jazz	78
1950s;acoustic	258
1950s;acoustic blues	24
1950s;acoustic guitar	8
1950s;adult contemporary	12
1950s;afro	4
1950s;afro-cuban	5
1950s;afro-cuban jazz	10
1950s;afrobeat	17
1950s;alabama	4
1950s;all-female	16
1950s;alternative	165
1950s;alternative country	53
1950s;alternative pop	1
1950s;alternative rock	176
1950s;ambient	109
1950s;ambient jazz	1
1950s;america	4
1950s;american	576
1950s;american folk	6
1950s;american roots	3
1950s;americana	108
1950s;anarchist	3
1950s;anti-folk	2
1950s;appalachia	7
1950s;appalachian	8
1950s;argentina	1
1950s;arkansas	1
1950s;art rock	8
1950s;avant-garde	39
1950s;backbeat	1
1950s;bagpipe	5
1950s;bagpipes	5
1950s;ballad	442
1950s;ballet	8
1950s;banjo	10
1950s;baritone	1
1950s;baroque	14
1950s;baroque pop	1
1950s;bass	57
1950s;bassist	8
1950s;baton rouge	3
1950s;battle creek	11
1950s;batucada	10
1950s;bayou funk	6
1950s;beach music	24
1950s;beat	39
1950s;beats	2
1950s;beautiful	136
1950s;bebop	202
1950s;belgium	34
1950s;belter	1
1950s;berlin	3
1950s;big band	308
1950s;big beat	39
1950s;black	22
1950s;black gospel	5
1950s;black metal	8
1950s;blue note	3
1950s;blue note records	3
1950s;blue-eyed soul	4
1950s;bluegrass	71
1950s;bluegrass gospel	2
1950s;blues	704
1950s;blues and soul	5
1950s;blues bar	7
1950s;blues guitar	7
1950s;blues harmonica	5
1950s;blues n soul	5
1950s;blues revival	33
1950s;blues singer	3
1950s;blues-rock	290
1950s;bluesy	4
1950s;bolero	37
1950s;boogaloo	36
1950s;boogie-woogie	21
1950s;bossa nova	114
1950s;boston	4
1950s;boston pop underground	2
1950s;brass band	19
1950s;brazil	6
1950s;brazilian	37
1950s;brazilian jazz	17
1950s;brazilian pop music	21
1950s;breakbeat	58
1950s;breakcore	4
1950s;brill building pop	7
1950s;bristol	1
1950s;british	8
1950s;british blues	26
1950s;british invasion	3
1950s;british pop	12
1950s;broadway	8
1950s;broken beat	11
1950s;brooklyn	5
1950s;buenos aires	1
1950s;burke music	8
1950s;cabaret	88
1950s;cajun	8
1950s;california	93
1950s;calypso	54
1950s;canada	58
1950s;canadian	25
1950s;carefree	4
1950s;carols	1
1950s;cello	8
1950s;celtic	18
1950s;celtic folk	10
1950s;celtic rock	1
1950s;cha cha cha	14
1950s;chamber jazz	6
1950s;chamber pop	11
1950s;chanson	247
1950s;chanson francaise	37
1950s;chess records	25
1950s;chicago	71
1950s;chicago blues	92
1950s;chicago soul	20
1950s;children music	7
1950s;chill-out	121
1950s;choro	1
1950s;christian	23
1950s;christian rock	7
1950s;christmas music	113
1950s;city sounds	7
1950s;clarinet	6
1950s;clarinettist	1
1950s;classic	345
1950s;classic beach	4
1950s;classic blues	61
1950s;classic country	89
1950s;classic female blues	38
1950s;classic jazz	48
1950s;classic motown	7
1950s;classic oldies	6
1950s;classic rock	469
1950s;classic rockabilly	18
1950s;classic soul	1
1950s;classical	186
1950s;clever	12
1950s;close harmony	49
1950s;club	16
1950s;columbia	1
1950s;comedy	60
1950s;commercial	1
1950s;composer	82
1950s;connecticut	5
1950s;contemporary	12
1950s;contemporary country	1
1950s;contemporary jazz	90
1950s;cool jazz	202
1950s;country	448
1950s;country and western	5
1950s;country blues	153
1950s;country folk	12
1950s;country gospel	5
1950s;country music	13
1950s;country pop	39
1950s;country rock	229
1950s;country roots	5
1950s;countrypolitan	7
1950s;cover	77
1950s;cowboy	21
1950s;crooner	30
1950s;crossover	4
1950s;crossover jazz	15
1950s;cuba	5
1950s;cuban	7
1950s;cuban jazz	7
1950s;cumbia	5
1950s;dallas	8
1950s;dance	73
1950s;dance-punk	1
1950s;dancehall	4
1950s;dark	26
1950s;dark ambient	4
1950s;death metal	19
1950s;deep	4
1950s;deep house	42
1950s;delta blues	131
1950s;desi	1
1950s;detroit	3
1950s;disco	237
1950s;discover	4
1950s;disney music	7
1950s;diva	8
1950s;dixieland	31
1950s;dixieland jazz	11
1950s;dj	3
1950s;doo-wop	295
1950s;doom metal	8
1950s;downtempo	166
1950s;dream	11
1950s;dreamy	7
1950s;drum and bass	21
1950s;drummer	9
1950s;drums	20
1950s;dub	61
1950s;dubstep	1
1950s;durham	1
1950s;dutch	11
1950s;early jazz	12
1950s;early rock n roll	8
1950s;east coast blues	28
1950s;east midlands	3
1950s;easy listening	481
1950s;eclectic	7
1950s;ecm records	1
1950s;electric	3
1950s;electric blues	121
1950s;electric chicago blues	53
1950s;electric delta blues	9
1950s;electric guitar	3
1950s;electric texas blues	7
1950s;electro	59
1950s;electroclash	1
1950s;electronic	400
1950s;electronica	26
1950s;electropop	1
1950s;elegant	7
1950s;emo	27
1950s;emotional	36
1950s;emusic	18
1950s;energetic	7
1950s;energy	11
1950s;england	14
1950s;english	22
1950s;epic	3
1950s;ethereal	1
1950s;ethnic	15
1950s;euro-house	5
1950s;eurodance	8
1950s;european	96
1950s;europop	87
1950s;eurovision	1
1950s;eurovision song contest	1
1950s;evergreen	7
1950s;exotica	51
1950s;experimental	115
1950s;experimental music	8
1950s;fado	9
1950s;fast	3
1950s;fat possum	1
1950s;female	122
1950s;female country	5
1950s;female power voice	1
1950s;female vocalist	190
1950s;female vocals	30
1950s;fiddle	11
1950s;field recording	1
1950s;film music	3
1950s;film score composer	3
1950s;fingerstyle	8
1950s;finish	4
1950s;fir	5
1950s;flamenco	22
1950s;florida	3
1950s;flute	19
1950s;folk	473
1950s;folk jazz	1
1950s;folk punk	7
1950s;folk revival	25
1950s;folk rock	212
1950s;folk-pop	26
1950s;folklore	3
1950s;fox	1
1950s;francaise chanson	7
1950s;francophone	37
1950s;francophonic	4
1950s;frat rock	4
1950s;free	13
1950s;free improvisation	36
1950s;free jazz	111
1950s;freestyle	1
1950s;french	168
1950s;french 60s	3
1950s;french music	12
1950s;french pop	39
1950s;french rock	2
1950s;frenchcore	4
1950s;funk	352
1950s;funk metal	7
1950s;funk soul	171
1950s;funky	63
1950s;funny	46
1950s;fusion	84
1950s;future jazz	60
1950s;gabba	4
1950s;gaita	10
1950s;gangster rap	2
1950s;garage	2
1950s;garage punk	1
1950s;garage rock	89
1950s;georgia	4
1950s;german	18
1950s;german pop	129
1950s;germany	181
1950s;glam	10
1950s;glitch	13
1950s;goa trance	4
1950s;golden oldies	19
1950s;gospel	191
1950s;gothic	17
1950s;gothic metal	4
1950s;grenada	4
1950s;grindcore	20
1950s;groove	56
1950s;groove merchant	2
1950s;groovy	16
1950s;group	26
1950s;grunge	19
1950s;guitar	267
1950s;guitar blues	5
1950s;guitar virtuoso	31
1950s;guitarist	17
1950s;gypsy	12
1950s;gypsy jazz	7
1950s;happy hardcore	7
1950s;hard bop	177
1950s;hard house	12
1950s;hard rock	120
1950s;hard trance	4
1950s;hardcore	23
1950s;hardcore techno	4
1950s;hardstyle	4
1950s;harlem	3
1950s;harmonica	38
1950s;harmonica blues	65
1950s;harmonies	1
1950s;harmony	4
1950s;harmony vocal group	15
1950s;harp	20
1950s;heavy	1
1950s;heavy metal	81
1950s;hi fidelity	5
1950s;hillbilly	4
1950s;hip hop	213
1950s;history country	4
1950s;hit	4
1950s;holiday	78
1950s;hollywood	1
1950s;honky tonk	90
1950s;horns	2
1950s;house	93
1950s;houston	1
1950s;humorous	51
1950s;hypnotic	4
1950s;idol	8
1950s;illinois	3
1950s;improvisational	25
1950s;india	1
1950s;indian	1
1950s;indian classical	1
1950s;indie	125
1950s;indie folk	2
1950s;indie pop	10
1950s;indie rock	173
1950s;indietronica	10
1950s;industrial	7
1950s;industrial hardcore	4
1950s;influential	74
1950s;innovative	1
1950s;inspirational	5
1950s;instrumental	290
1950s;instrumental jazz	3
1950s;instrumental pop	24
1950s;instrumental rock	18
1950s;intellectual	12
1950s;intelligent dance music	36
1950s;ireland	7
1950s;irish	10
1950s;irish folk	7
1950s;irish trad folk	6
1950s;island music	1
1950s;italian	2
1950s;italian disco	50
1950s;italian music	1
1950s;italian pop	1
1950s;italy	62
1950s;jam	20
1950s;jam band	6
